Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
SLFN4	current symbol	MGI:1329010	Slfn4	schlafen 4	protein coding gene
SLFN8	current symbol	MGI:2672859	Slfn8	schlafen 8	protein coding gene
SLFN8	rat synonym	MGI:2445121	Slfn9	schlafen 9	protein coding gene
SLFN9	current symbol	MGI:2445121	Slfn9	schlafen 9	protein coding gene
SLMO1	old symbol	MGI:2442865	Prelid3a	PRELI domain containing 3A	protein coding gene
SLMO2	old symbol	MGI:1913640	Prelid3b	PRELI domain containing 3B	protein coding gene
SLX	current symbol	MGI:99543	Slx	Sycp3 like X-linked	protein coding gene
SLXL1	current symbol	MGI:1922390	Slxl1	Slx-like 1	protein coding gene
SLY	human synonym	MGI:1921381	Sash3	SAM and SH3 domain containing 3	protein coding gene
SLY	current symbol	MGI:2687328	Sly	Sycp3 like Y-linked	protein coding gene
SMARCA5-PS	current symbol	MGI:2443330	Smarca5-ps	SWI/SNF related, matrix associated, actin depenent ragulator of chromatin, subfamily a, member 5, pseudogene	pseudogene
SMCR7	old symbol	MGI:2144199	Mief2	mitochondrial elongation factor 2	protein coding gene
SMCR7L	old symbol	MGI:2146020	Mief1	mitochondrial elongation factor 1	protein coding gene
SMEK1	old symbol	MGI:1915984	Ppp4r3a	protein phosphatase 4 regulatory subunit 3A	protein coding gene
SMEK2	old symbol	MGI:2144474	Ppp4r3b	protein phosphatase 4 regulatory subunit 3B	protein coding gene
SMGC	current symbol	MGI:1859618	Smgc	submandibular gland protein C	protein coding gene
SMOK2A	current symbol	MGI:1351487	Smok2a	sperm motility kinase 2A	protein coding gene
SMOK2A	rat symbol	MGI:3037705	Smok2b	sperm motility kinase 2B	protein coding gene
SMOK2A	rat symbol	MGI:3693943	Smok3a	sperm motility kinase 3A	protein coding gene
SMOK2A	rat symbol	MGI:3615348	Smok3b	sperm motility kinase 3B	protein coding gene
SMOK2A	rat symbol	MGI:3647925	Smok3c	sperm motility kinase 3C	protein coding gene
SMOK2B	current symbol	MGI:3037705	Smok2b	sperm motility kinase 2B	protein coding gene
SMOK3A	current symbol	MGI:3693943	Smok3a	sperm motility kinase 3A	protein coding gene
SMOK3B	current symbol	MGI:3615348	Smok3b	sperm motility kinase 3B	protein coding gene
SMOK4A	current symbol	MGI:3036233	Smok4a	sperm motility kinase 4A	pseudogene
SMR2	current symbol	MGI:102762	Smr2	submaxillary gland androgen regulated protein 2	protein coding gene
SNHG1	current symbol	MGI:3763743	Snhg1	small nucleolar RNA host gene 1	lncRNA gene
SNHG10	current symbol	MGI:1916684	Snhg10	small nucleolar RNA host gene 10	lncRNA gene
SNHG11	current symbol	MGI:2441845	Snhg11	small nucleolar RNA host gene 11	protein coding gene
SNHG12	current symbol	MGI:1916721	Snhg12	small nucleolar RNA host gene 12	lncRNA gene
SNHG3	current symbol	MGI:2684817	Snhg3	small nucleolar RNA host gene 3	lncRNA gene
SNHG4	rat synonym	MGI:1298379	Matr3	matrin 3	protein coding gene
SNHG4	current symbol	MGI:4937091	Snhg4	small nucleolar RNA host gene 4	lncRNA gene
SNHG5	current symbol	MGI:1919905	Snhg5	small nucleolar RNA host gene 5	lncRNA gene
SNHG6	current symbol	MGI:1921074	Snhg6	small nucleolar RNA host gene 6	lncRNA gene
SNHG7	current symbol	MGI:1919341	Snhg7	small nucleolar RNA host gene 7	lncRNA gene
SNHG8	current symbol	MGI:1917145	Snhg8	small nucleolar RNA host gene 8	lncRNA gene
SNHG9	current symbol	MGI:1920724	Snhg9	small nucleolar RNA host gene 9	lncRNA gene
SNORA15	current symbol	MGI:3819490	Snora15	small nucleolar RNA, H/ACA box 15	snoRNA gene
SNORA16A	current symbol	MGI:4361141	Snora16a	small nucleolar RNA, H/ACA box 16A	snoRNA gene
SNORA17	current symbol	MGI:4360060	Snora17	small nucleolar RNA, H/ACA box 17	snoRNA gene
SNORA19	current symbol	MGI:3819491	Snora19	small nucleolar RNA, H/ACA box 19	snoRNA gene
SNORA20	current symbol	MGI:3819492	Snora20	small nucleolar RNA, H/ACA box 20	snoRNA gene
SNORA21	current symbol	MGI:3819493	Snora21	small nucleolar RNA, H/ACA box 21	snoRNA gene
SNORA23	current symbol	MGI:3819494	Snora23	small nucleolar RNA, H/ACA box 23	snoRNA gene
SNORA24	current symbol	MGI:4360223	Snora24	small nucleolar RNA, H/ACA box 24	snoRNA gene
SNORA26	current symbol	MGI:3819495	Snora26	small nucleolar RNA, H/ACA box 26	snoRNA gene
SNORA28	current symbol	MGI:3819496	Snora28	small nucleolar RNA, H/ACA box 28	snoRNA gene
SNORA2B	current symbol	MGI:3819497	Snora2b	small nucleolar RNA, H/ACA box 2B	snoRNA gene
SNORA3	current symbol	MGI:3819498	Snora3	small nucleolar RNA, H/ACA box 3	snoRNA gene
SNORA30	current symbol	MGI:3819499	Snora30	small nucleolar RNA, H/ACA box 30	snoRNA gene
SNORA31	current symbol	MGI:3819500	Snora31	small nucleolar RNA, H/ACA box 31	snoRNA gene
SNORA33	current symbol	MGI:3819501	Snora33	small nucleolar RNA, H/ACA box 33	snoRNA gene
SNORA34	current symbol	MGI:3819502	Snora34	small nucleolar RNA, H/ACA box 34	snoRNA gene
SNORA35	current symbol	MGI:3819503	Snora35	small nucleolar RNA, H/ACA box 35	snoRNA gene
SNORA36B	current symbol	MGI:3819504	Snora36b	small nucleolar RNA, H/ACA box 36B	snoRNA gene
SNORA41	current symbol	MGI:3819505	Snora41	small nucleolar RNA, H/ACA box 41	snoRNA gene
SNORA43	current symbol	MGI:4360066	Snora43	small nucleolar RNA, H/ACA box 43	snoRNA gene
SNORA44	current symbol	MGI:3819506	Snora44	small nucleolar RNA, H/ACA box 44	snoRNA gene
SNORA47	current symbol	MGI:3819507	Snora47	small nucleolar RNA, H/ACA box 47	snoRNA gene
SNORA52	current symbol	MGI:3819508	Snora52	small nucleolar RNA, H/ACA box 52	snoRNA gene
SNORA5C	current symbol	MGI:3819509	Snora5c	small nucleolar RNA, H/ACA box 5C	snoRNA gene
SNORA61	current symbol	MGI:3819510	Snora61	small nucleolar RNA, H/ACA box 61	snoRNA gene
SNORA62	current symbol	MGI:2148179	Snora62	small nucleolar RNA, H/ACA box 62	snoRNA gene
SNORA64	current symbol	MGI:2148175	Snora64	small nucleolar RNA, H/ACA box 64	snoRNA gene
SNORA65	current symbol	MGI:2148176	Snora65	small nucleolar RNA, H/ACA box 65	snoRNA gene
SNORA68	current symbol	MGI:2148181	Snora68	small nucleolar RNA, H/ACA box 68	snoRNA gene
SNORA69	current symbol	MGI:2148180	Snora69	small nucleolar RNA, H/ACA box 69	snoRNA gene
SNORA70	current symbol	MGI:2148178	Snora70	small nucleolar RNA, H/ACA box 70	snoRNA gene
SNORA74A	current symbol	MGI:3646921	Snora74a	small nucleolar RNA, H/ACA box 74A	snoRNA gene
SNORA75	current symbol	MGI:3819511	Snora75	small nucleolar RNA, H/ACA box 75	snoRNA gene
SNORA78	current symbol	MGI:4360056	Snora78	small nucleolar RNA, H/ACA box 7	snoRNA gene
SNORA7A	current symbol	MGI:3819512	Snora7a	small nucleolar RNA, H/ACA box 7A	snoRNA gene
SNORA81	current symbol	MGI:3819513	Snora81	small nucleolar RNA, H/ACA box 81	snoRNA gene
SNORD100	current symbol	MGI:3819514	Snord100	small nucleolar RNA, C/D box 100	snoRNA gene
SNORD104	current symbol	MGI:3819515	Snord104	small nucleolar RNA, C/D box 104	snoRNA gene
SNORD11	current symbol	MGI:3819516	Snord11	small nucleolar RNA, C/D box 11	snoRNA gene
SNORD110	current symbol	MGI:3819517	Snord110	small nucleolar RNA, C/D box 110	snoRNA gene
SNORD111	current symbol	MGI:3819518	Snord111	small nucleolar RNA, C/D box 111	snoRNA gene
SNORD116	current symbol	MGI:1891407	Snord116	small nucleolar RNA, C/D box 116 cluster	complex/cluster/region
SNORD116L1	current symbol	MGI:1927532	Snord116l1	small nucleolar RNA, C/D box 116-like 1	snoRNA gene
SNORD116L2	current symbol	MGI:1927533	Snord116l2	small nucleolar RNA, C/D box 116-like 2	snoRNA gene
SNORD118	current symbol	MGI:3819519	Snord118	small nucleolar RNA, C/D box 118	snoRNA gene
SNORD12	current symbol	MGI:3819520	Snord12	small nucleolar RNA, C/D box 12	snoRNA gene
SNORD123	old symbol	MGI:1914085	Snhg18	small nucleolar RNA host gene 18	lncRNA gene
SNORD123	current symbol	MGI:5297223	Snord123	small nucleolar RNA, C/D box 123	snoRNA gene
SNORD14A	current symbol	MGI:3851608	Snord14a	small nucleolar RNA, C/D box 14A	snoRNA gene
SNORD14C	current symbol	MGI:97971	Snord14c	small nucleolar RNA, C/D box 14C	snoRNA gene
SNORD14D	current symbol	MGI:3851602	Snord14d	small nucleolar RNA, C/D box 14D	snoRNA gene
SNORD15A	current symbol	MGI:3645887	Snord15a	small nucleolar RNA, C/D box 15A	snoRNA gene
SNORD15B	current symbol	MGI:3779515	Snord15b	small nucleolar RNA, C/D box 14B	snoRNA gene
SNORD16A	current symbol	MGI:3819522	Snord16a	small nucleolar RNA, C/D box 16A	snoRNA gene
SNORD17	current symbol	MGI:3819523	Snord17	small nucleolar RNA, C/D box 17	snoRNA gene
SNORD19	current symbol	MGI:3819524	Snord19	small nucleolar RNA, C/D box 19	snoRNA gene
SNORD1A	current symbol	MGI:3819525	Snord1a	small nucleolar RNA, C/D box 1A	snoRNA gene
SNORD1B	current symbol	MGI:3819526	Snord1b	small nucleolar RNA, C/D box 1B	snoRNA gene
SNORD1C	current symbol	MGI:3819527	Snord1c	small nucleolar RNA, C/D box 1C	snoRNA gene
SNORD2	current symbol	MGI:3819528	Snord2	small nucleolar RNA, C/D box 2	snoRNA gene
SNORD22	current symbol	MGI:1933385	Snord22	small nucleolar RNA, C/D box 22	snoRNA gene
SNORD23	current symbol	MGI:3819529	Snord23	small nucleolar RNA, C/D box 23	snoRNA gene
SNORD32A	current symbol	MGI:1351324	Snord32a	small nucleolar RNA, C/D box 32A	snoRNA gene
SNORD33	current symbol	MGI:1351323	Snord33	small nucleolar RNA, C/D box 33	snoRNA gene
SNORD34	current symbol	MGI:1351325	Snord34	small nucleolar RNA, C/D box 34	snoRNA gene
SNORD35A	current symbol	MGI:1351319	Snord35a	small nucleolar RNA, C/D box 35A	snoRNA gene
SNORD35B	current symbol	MGI:1351321	Snord35b	small nucleolar RNA, C/D box 35B	snoRNA gene
SNORD37	current symbol	MGI:3819530	Snord37	small nucleolar RNA, C/D box 37	snoRNA gene
SNORD38A	current symbol	MGI:3819531	Snord38a	small nucleolar RNA, C/D box 38A	snoRNA gene
SNORD42A	current symbol	MGI:3819532	Snord42a	small nucleolar RNA, C/D box 42A	snoRNA gene
SNORD42B	current symbol	MGI:3819533	Snord42b	small nucleolar RNA, C/D box 42B	snoRNA gene
SNORD43	current symbol	MGI:3819534	Snord43	small nucleolar RNA, C/D box 43	snoRNA gene
SNORD45B	current symbol	MGI:3819535	Snord45b	small nucleolar RNA, C/D box 45B	snoRNA gene
SNORD45C	current symbol	MGI:3819536	Snord45c	small nucleolar RNA, C/D box 45C	snoRNA gene
SNORD47	current symbol	MGI:3819537	Snord47	small nucleolar RNA, C/D box 47	snoRNA gene
SNORD49A	current symbol	MGI:3819538	Snord49a	small nucleolar RNA, C/D box 49A	snoRNA gene
SNORD49B	current symbol	MGI:3819539	Snord49b	small nucleolar RNA, C/D box 49B	snoRNA gene
SNORD4A	current symbol	MGI:3819540	Snord4a	small nucleolar RNA, C/D box 4A	snoRNA gene
SNORD52	current symbol	MGI:3819541	Snord52	small nucleolar RNA, C/D box 52	snoRNA gene
SNORD53	current symbol	MGI:3819542	Snord53	small nucleolar RNA, C/D box 53	snoRNA gene
SNORD55	current symbol	MGI:3819543	Snord55	small nucleolar RNA, C/D box 55	snoRNA gene
SNORD57	current symbol	MGI:3819544	Snord57	small nucleolar RNA, C/D box 57	snoRNA gene
SNORD58B	current symbol	MGI:3819545	Snord58b	small nucleolar RNA, C/D box 58B	snoRNA gene
SNORD61	current symbol	MGI:2148805	Snord61	small nucleolar RNA, C/D box 61	snoRNA gene
SNORD64	current symbol	MGI:3819546	Snord64	small nucleolar RNA, C/D box 64	snoRNA gene
SNORD65	current symbol	MGI:3819547	Snord65	small nucleolar RNA, C/D box 65	snoRNA gene
SNORD66	current symbol	MGI:3819548	Snord66	small nucleolar RNA, C/D box 66	snoRNA gene
SNORD67	current symbol	MGI:3819549	Snord67	small nucleolar RNA, C/D box 67	snoRNA gene
SNORD68	current symbol	MGI:3819550	Snord68	small nucleolar RNA, C/D box 68	snoRNA gene
SNORD69	current symbol	MGI:3819551	Snord69	small nucleolar RNA, C/D box 69	snoRNA gene
SNORD7	current symbol	MGI:3819552	Snord7	small nucleolar RNA, C/D box 7	snoRNA gene
SNORD70	current symbol	MGI:3819553	Snord70	small nucleolar RNA, C/D box 70	snoRNA gene
SNORD71	current symbol	MGI:3819554	Snord71	small nucleolar RNA, C/D box 71	snoRNA gene
SNORD72	current symbol	MGI:3819555	Snord72	small nucleolar RNA, C/D box 72	snoRNA gene
SNORD73A	current symbol	MGI:1321388	Snord73a	small nucleolar RNA, C/D box U73A	snoRNA gene
SNORD8	current symbol	MGI:3819556	Snord8	small nucleolar RNA, C/D box 8	snoRNA gene
SNORD82	current symbol	MGI:1931502	Snord82	small nucleolar RNA, C/D box 82	snoRNA gene
SNORD83B	current symbol	MGI:3819557	Snord83b	small nucleolar RNA, C/D box 83B	snoRNA gene
SNORD85	current symbol	MGI:3819558	Snord85	small nucleolar RNA, C/D box 85	snoRNA gene
SNORD87	current symbol	MGI:2387894	Snord87	small nucleolar RNA, C/D box 87	snoRNA gene
SNORD88A	current symbol	MGI:3819560	Snord88a	small nucleolar RNA, C/D box 88A	snoRNA gene
SNORD88C	current symbol	MGI:3819561	Snord88c	small nucleolar RNA, C/D box 88C	snoRNA gene
SNORD89	current symbol	MGI:3819562	Snord89	small nucleolar RNA, C/D box 89	snoRNA gene
SNORD90	current symbol	MGI:3819563	Snord90	small nucleolar RNA, C/D box 90	snoRNA gene
SNORD91A	current symbol	MGI:3819564	Snord91a	small nucleolar RNA, C/D box 91A	snoRNA gene
SNORD92	current symbol	MGI:3819565	Snord92	small nucleolar RNA, C/D box 92	snoRNA gene
SNORD93	current symbol	MGI:3819566	Snord93	small nucleolar RNA, C/D box 93	snoRNA gene
SNORD95	current symbol	MGI:3819567	Snord95	small nucleolar RNA, C/D box 95	snoRNA gene
SNORD96A	current symbol	MGI:3819568	Snord96a	small nucleolar RNA, C/D box 96A	snoRNA gene
SNORD98	current symbol	MGI:3819569	Snord98	small nucleolar RNA, C/D box 98	snoRNA gene
SNORD99	current symbol	MGI:3819570	Snord99	small nucleolar RNA, C/D box 99	snoRNA gene
SOLH	old symbol	MGI:1355075	Capn15	calpain 15	protein coding gene
SOX2OT	current symbol	MGI:2444112	Sox2ot	SOX2 overlapping transcript (non-protein coding)	lncRNA gene
SP7	current symbol	MGI:2153568	Sp7	Sp7 transcription factor 7	protein coding gene
SPAG11A	current symbol	MGI:1925378	Spag11a	sperm associated antigen 11A	protein coding gene
SPAG11A	human synonym	MGI:3647173	Spag11b	sperm associated antigen 11B	protein coding gene
SPATA5L1	current symbol	MGI:3036261	Spata5l1	spermatogenesis associated 5-like 1	protein coding gene
SPATA7	current symbol	MGI:2144877	Spata7	spermatogenesis associated 7	protein coding gene
SPDYB	old symbol	MGI:1921923	Spdye4a	speedy/RINGO cell cycle regulator family, member E4A	protein coding gene
SPEER1-PS1	old symbol	MGI:1918146	Speer1	spermatogenesis associated glutamate (E)-rich protein 1	protein coding gene
SPEER2	current symbol	MGI:2668488	Speer2	spermatogenesis associated glutamate (E)-rich protein 2	protein coding gene
SPEER3	current symbol	MGI:1918276	Speer3	spermatogenesis associated glutamate (E)-rich protein 3	protein coding gene
SPEER4A	current symbol	MGI:1922907	Speer4a	spermatogenesis associated glutamate (E)-rich protein 4A	protein coding gene
SPEER4B	current symbol	MGI:1920776	Speer4b	spermatogenesis associated glutamate (E)-rich protein 4B	protein coding gene
SPEER4D	current symbol	MGI:2668869	Speer4d	spermatogenesis associated glutamate (E)-rich protein 4D	protein coding gene
SPEER4E	current symbol	MGI:2668871	Speer4e	spermatogenesis associated glutamate (E)-rich protein 4e	protein coding gene
SPEER4F	old symbol	MGI:1918185	Speer4f1	spermatogenesis associated glutamate (E)-rich protein 4F1	protein coding gene
SPEER5-PS1	current symbol	MGI:1917615	Speer5-ps1	spermatogenesis associated glutamate (E)-rich protein 5, pseudogene 1	pseudogene
SPEER6-PS1	current symbol	MGI:1920516	Speer6-ps1	spermatogenesis associated glutamate (E)-rich protein 6, pseudogene 1	pseudogene
SPEER7-PS1	old symbol	MGI:1923108	Speer4cos	spermatogenesis associated glutamate (E)-rich protein 4C, opposite strand transcript	antisense lncRNA gene
SPEER8-PS1	current symbol	MGI:1921312	Speer8-ps1	spermatogenesis associated glutamate (E)-rich protein 8, pseudogene 1	pseudogene
SPEER9-PS1	current symbol	MGI:1921199	Speer9-ps1	spermatogenesis associated glutamate (E)-rich protein 9, pseudogene 1	pseudogene
SPG20	current symbol	MGI:2139806	Spg20	spastic paraplegia 20, spartin (Troyer syndrome) homolog (human)	protein coding gene
SPIN2	human synonym	MGI:3781026	Gm2854	predicted gene 2854	pseudogene
SPIN2	human synonym	MGI:3781070	Gm2892	predicted pseudogene 2892	pseudogene
SPIN2	human synonym	MGI:3781932	Gm3757	predicted pseudogene 3757	pseudogene
SPIN2	human synonym	MGI:3645924	Gm5923	predicted gene 5923	pseudogene
SPIN2	human synonym	MGI:3647272	Gm5926	predicted gene 5926	protein coding gene
SPIN2	human synonym	MGI:5434821	Gm21466	predicted gene, 21466	protein coding gene
SPIN2	human synonym	MGI:5434992	Gm21637	predicted gene, 21637	protein coding gene
SPIN2	human synonym	MGI:3650966	Spin2-ps1	spindlin family, member 2, pseudogene 1	pseudogene
SPIN2	human synonym	MGI:3705652	Spin2-ps2	spindlin family, member 2, pseudogene 2	pseudogene
SPIN2	human synonym	MGI:3805546	Spin2-ps3	spindlin family, member 2, pseudogene 3	pseudogene
SPIN2	human synonym	MGI:3645574	Spin2-ps4	spindlin family, member 2, pseudogene 4	pseudogene
SPIN2	old symbol	MGI:3605548	Spin2c	spindlin family, member 2C	protein coding gene
SPIN2	human synonym	MGI:1922101	Spin2d	spindlin family, member 2D	protein coding gene
SPIN2	human synonym	MGI:5434847	Spin2e	spindlin family, member 2E	protein coding gene
SPINK10	current symbol	MGI:3584533	Spink10	serine peptidase inhibitor, Kazal type 10	protein coding gene
SPINK11	current symbol	MGI:3588289	Spink11	serine peptidase inhibitor, Kazal type 11	protein coding gene
SPINK12	current symbol	MGI:1925492	Spink12	serine peptidase inhibitor, Kazal type 12	protein coding gene
SPINK3	old symbol	MGI:106202	Spink1	serine peptidase inhibitor, Kazal type 1	protein coding gene
SPINKL	current symbol	MGI:1924674	Spinkl	serine protease inhibitor, Kazal type-like	protein coding gene
SPINLW1	old symbol	MGI:1922776	Eppin	epididymal peptidase inhibitor	protein coding gene
SPINLW1	human synonym	MGI:2684968	Wfdc6a	WAP four-disulfide core domain 6A	protein coding gene
SPN-PS	current symbol	MGI:104964	Spn-ps	sialophorin, pseudogene	pseudogene
SPNA1	old symbol	MGI:98385	Spta1	spectrin alpha, erythrocytic 1	protein coding gene
SPNA2	old symbol	MGI:98386	Sptan1	spectrin alpha, non-erythrocytic 1	protein coding gene
SPNB1	old symbol	MGI:98387	Sptb	spectrin beta, erythrocytic	protein coding gene
SPNB1	rat synonym	MGI:98388	Sptbn1	spectrin beta, non-erythrocytic 1	protein coding gene
SPNB2	old symbol	MGI:98388	Sptbn1	spectrin beta, non-erythrocytic 1	protein coding gene
SPNB3	old symbol	MGI:1313261	Sptbn2	spectrin beta, non-erythrocytic 2	protein coding gene
SPNB4	old symbol	MGI:1890574	Sptbn4	spectrin beta, non-erythrocytic 4	protein coding gene
SPNS2	current symbol	MGI:2384936	Spns2	spinster homolog 2	protein coding gene
SPRR1A	current symbol	MGI:106660	Sprr1a	small proline-rich protein 1A	protein coding gene
SPRR1A	chimpanzee symbol	MGI:106659	Sprr1b	small proline-rich protein 1B	protein coding gene
SPRR2A1	current symbol	MGI:1330350	Sprr2a1	small proline-rich protein 2A1	protein coding gene
SPRR2A2	current symbol	MGI:3845026	Sprr2a2	small proline-rich protein 2A2	protein coding gene
SPRR2H	current symbol	MGI:1330343	Sprr2h	small proline-rich protein 2H	protein coding gene
SPRR2I	current symbol	MGI:1330309	Sprr2i	small proline-rich protein 2I	protein coding gene
SPRR2J-PS	current symbol	MGI:1330345	Sprr2j-ps	small proline-rich protein 2J, pseudogene	pseudogene
SPRR2K	current symbol	MGI:1330344	Sprr2k	small proline-rich protein 2K	protein coding gene
SPRR4	current symbol	MGI:2654508	Sprr4	small proline-rich protein 4	protein coding gene
SPRY3	current symbol	MGI:1345188	Spry3	sprouty RTK signaling antagonist 3	protein coding gene
SPT1	old symbol	MGI:98392	Mucl2	mucin-like 2	protein coding gene
SPT1	synonym	MGI:1099431	Sptlc1	serine palmitoyltransferase, long chain base subunit 1	protein coding gene
SPZ1	current symbol	MGI:1930801	Spz1	spermatogenic leucine zipper 1	protein coding gene
SQRDL	old symbol	MGI:1929899	Sqor	sulfide quinone oxidoreductase	protein coding gene
SRCRB4D	old symbol	MGI:1924709	Ssc4d	scavenger receptor cysteine rich family, 4 domains	protein coding gene
SRP54A	current symbol	MGI:1346087	Srp54a	signal recognition particle 54A	protein coding gene
SRP54A	rat symbol	MGI:3714357	Srp54b	signal recognition particle 54B	protein coding gene
SRP54B	current symbol	MGI:3714357	Srp54b	signal recognition particle 54B	protein coding gene
SRP54C	current symbol	MGI:3714359	Srp54c	signal recognition particle 54C	protein coding gene
SRPR	current symbol	MGI:1914648	Srpr	signal recognition particle receptor ('docking protein')	protein coding gene
SS18	current symbol	MGI:107708	Ss18	SS18, nBAF chromatin remodeling complex subunit	protein coding gene
SSFA2	old symbol	MGI:1917849	Itprid2	ITPR interacting domain containing 2	protein coding gene
SSSCA1	old symbol	MGI:1913482	Znrd2	zinc ribbon domain containing 2	protein coding gene
SSTY1	rat symbol	MGI:3648712	Gm4868	predicted gene 4868	pseudogene
SSTY1	current symbol	MGI:1314663	Ssty1	spermiogenesis specific transcript on the Y 1	protein coding gene
SSTY2	current symbol	MGI:1917259	Ssty2	spermiogenesis specific transcript on the Y 2	protein coding gene
SSX9	current symbol	MGI:2446773	Ssx9	synovial sarcoma, X 9	protein coding gene
SSXB1	current symbol	MGI:1915235	Ssxb1	synovial sarcoma, X member B1	protein coding gene
SSXB10	current symbol	MGI:2446779	Ssxb10	synovial sarcoma, X member B10	protein coding gene
SSXB2	current symbol	MGI:2446771	Ssxb2	synovial sarcoma, X member B2	protein coding gene
SSXB3	current symbol	MGI:2446772	Ssxb3	synovial sarcoma, X member B3	protein coding gene
SSXB5	current symbol	MGI:2446774	Ssxb5	synovial sarcoma, X member B5	protein coding gene
SSXB6	current symbol	MGI:2446775	Ssxb6	synovial sarcoma, X member B6	protein coding gene
SSXB8	current symbol	MGI:2446777	Ssxb8	synovial sarcoma, X member B8	protein coding gene
SSXB9	current symbol	MGI:2446778	Ssxb9	synovial sarcoma, X member B9	protein coding gene
STFA1	current symbol	MGI:106198	Stfa1	stefin A1	protein coding gene
STFA2	current symbol	MGI:106197	Stfa2	stefin A2	protein coding gene
STFA2	rat symbol	MGI:3524944	Stfa2l1	stefin A2 like 1	protein coding gene
STFA2	rat synonym	MGI:106196	Stfa3	stefin A3	protein coding gene
STFA2L1	current symbol	MGI:3524944	Stfa2l1	stefin A2 like 1	protein coding gene
STFA2L1	rat symbol	MGI:106196	Stfa3	stefin A3	protein coding gene
STFA3	rat symbol	MGI:3648404	Cstdc3	cystatin domain containing 3	protein coding gene
STFA3	current symbol	MGI:106196	Stfa3	stefin A3	protein coding gene
STK30	old symbol	MGI:1336881	Mok	MOK protein kinase	protein coding gene
STMN1-RS1	current symbol	MGI:96740	Stmn1-rs1	stathmin 1, related sequence 1	pseudogene
STRA13	synonym	MGI:1097714	Bhlhe40	basic helix-loop-helix family, member e40	protein coding gene
STRA13	old symbol	MGI:894324	Cenpx	centromere protein X	protein coding gene
STX4A	current symbol	MGI:893577	Stx4a	syntaxin 4A (placental)	protein coding gene
STX5A	current symbol	MGI:1928483	Stx5a	syntaxin 5A	protein coding gene
STXBP3A	old symbol	MGI:107362	Stxbp3	syntaxin binding protein 3	protein coding gene
SUGP1	current symbol	MGI:1917866	Sugp1	SURP and G patch domain containing 1	protein coding gene
SULT1C1	current symbol	MGI:102928	Sult1c1	sulfotransferase family, cytosolic, 1C, member 1	protein coding gene
SULT1C1	old symbol	MGI:1916333	Sult1c2	sulfotransferase family, cytosolic, 1C, member 2	protein coding gene
SULT1D1	current symbol	MGI:1926341	Sult1d1	sulfotransferase family 1D, member 1	protein coding gene
SULT2A2	rat symbol	MGI:98430	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	protein coding gene
SULT2A2	current symbol	MGI:107550	Sult2a2	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 2	protein coding gene
SULT2A2	rat symbol	MGI:3645873	Sult2a3	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 3	protein coding gene
SULT2A2	rat symbol	MGI:3645854	Sult2a4	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 4	protein coding gene
SULT2A2	rat symbol	MGI:3648378	Sult2a5	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 5	protein coding gene
SULT2A2	rat symbol	MGI:3648915	Sult2a6	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6	protein coding gene
SULT2A3	current symbol	MGI:3645873	Sult2a3	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 3	protein coding gene
SULT2A4	current symbol	MGI:3645854	Sult2a4	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 4	protein coding gene
SULT2A5	current symbol	MGI:3648378	Sult2a5	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 5	protein coding gene
SULT2A6	rat symbol	MGI:98430	Sult2a1	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 1	protein coding gene
SULT2A6	rat symbol	MGI:3645873	Sult2a3	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 3	protein coding gene
SULT2A6	rat symbol	MGI:3645854	Sult2a4	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 4	protein coding gene
SULT2A6	rat symbol	MGI:3648378	Sult2a5	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 5	protein coding gene
SULT2A6	current symbol	MGI:3648915	Sult2a6	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 6	protein coding gene
SULT2A7	current symbol	MGI:3645246	Sult2a7	sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 7	protein coding gene
SULT3A1	current symbol	MGI:1931469	Sult3a1	sulfotransferase family 3A, member 1	protein coding gene
SULT5A1	current symbol	MGI:1931463	Sult5a1	sulfotransferase family 5A, member 1	protein coding gene
SUPT16H	old symbol	MGI:1890948	Supt16	SPT16, facilitates chromatin remodeling subunit	protein coding gene
SUPT3H	old symbol	MGI:1923723	Supt3	SPT3, SAGA and STAGA complex component	protein coding gene
SUPT4H1	old symbol	MGI:107416	Supt4a	SPT4A, DSIF elongation factor subunit	protein coding gene
SUPT5H	old symbol	MGI:1202400	Supt5	suppressor of Ty 5, DSIF elongation factor subunit	protein coding gene
SUPT6H	old symbol	MGI:107726	Supt6	SPT6, histone chaperone and transcription elongation factor	protein coding gene
